"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","44/3308","122/18860",0.360655737704918,2.05621741629829,5.3978471104631,7.49334504306577e-07,9.54308713505439e-05,8.43165645087072e-05,"ABRAXAS1/ATM/AURKA/BABAM2/BRD4/BRSK1/CCNB1/CCND1/CCNQ/CDC14B/CDC25B/CDC25C/CDC6/CDC7/CDK1/CDK10/CENPF/CHFR/DTL/FBXO5/FHL1/FOXO4/FZR1/INTS3/KCNH5/MARK3/MRNIP/NABP2/NAE1/NPM1/PABIR1/PAXIP1/PKMYT1/RAD21/RBBP8/RCC2/SMARCD3/TAOK1/TAOK2/TRIM39/UIMC1/VPS4B/WNT10B/ZFYVE19",44
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","61/3308","192/18860",0.317708333333333,1.81136008665861,5.21151887155749,1.05503602442445e-06,0.000129434758555122,0.000114360206659893,"ABRAXAS1/AKAP8/ANAPC11/ANAPC7/APC/ARHGEF10/ATM/BCCIP/BUB3/CCNB1/CDK1/CDT1/CENPF/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/EML4/FBXO5/GEN1/HASPIN/HNRNPU/KIF11/KIF2A/KLHL22/KNL1/MAD1L1/MAD2L1/MIS12/MYBL2/NCAPD3/NCAPH/NSMCE2/NUMA1/NUP62/RAD21/RAN/RCC1/RHOA/RMDN1/SEH1L/SKA1/SKA3/SMARCA5/SMC4/SPC24/SPDL1/SPICE1/STAG1/STAG2/TENT4A/TUBG1/TUBG2/UHRF1/VPS4B/WAPL/ZWINT",61
"GO:0016236","GO:0016236","macroautophagy","109/3308","403/18860",0.270471464019851,1.54204710139492,5.07291926048578,1.05868443117227e-06,0.000129434758555122,0.000114360206659893,"ABI2/ADRB2/AFG2B/AKT1/ARMC3/ATG16L2/ATG4B/ATG7/ATG9A/ATM/ATP13A2/ATP6V0D1/ATP6V0E2/ATP6V1B2/ATP6V1D/ATP6V1E2/ATP6V1G1/BAG3/BNIP3/BNIP3L/CAPNS1/CDC37/CDK5R1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CSNK2A2/CTSD/DNM1L/EHMT2/EIF2AK1/EIF2S1/ELP6/EMC6/EPHB2/EXOC7/EXOC8/FBXO7/FEZ1/FUNDC1/GAA/HGS/IRGQ/LRBA/LYPLA1/MAP1LC3B/MFSD8/MOAP1/NOD2/NRBP2/OMA1/PACS2/PDCD6IP/PGAM5/PHF23/PINK1/PRKN/RAB1B/RAB33A/RAB33B/RAB3GAP2/RBX1/RETREG1/RETREG2/RETREG3/RIPK2/RNF41/RNF5/RUBCN/SLC25A4/SMURF1/SNX14/SNX32/SNX4/SNX6/SPART/SPATA33/SREBF1/SREBF2/STUB1/STX12/STX17/SUPT5H/TBC1D12/TBC1D25/TBC1D5/TBK1/TEX264/TIGAR/TOMM7/TRIM32/UBQLN1/ULK3/USP36/VPS13C/VPS26B/VPS28/VPS35/VPS37C/VPS4B/VTA1/VTI1B/WAC/WDR45B/WIPI2/ZNRF1",109
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","80/3308","274/18860",0.291970802919708,1.66462192958455,5.11100068174399,1.19986101974873e-06,0.000143818635563216,0.000127068872906723,"ABRAXAS1/APBB2/APC/ATM/BABAM2/BRD4/BRSK1/BUB3/CACNB4/CAMSAP3/CCNB1/CCND1/CDC14B/CDC45/CDC5L/CDC6/CDC73/CDK1/CDK2AP2/CDT1/CENPF/CEP63/CHFR/CLOCK/CRY1/DACT1/DNA2/DTL/ERCC6/EZH2/FBXO31/FBXO5/FBXO7/FHL1/FOXO4/FZR1/GEN1/GNB1L/H2AX/HASPIN/HORMAD1/INHBA/INTS3/INTS7/KANK2/KLHL22/KNL1/MAD1L1/MAD2L1/MRNIP/NABP2/NAE1/NSUN2/PABIR1/PKD2/PKMYT1/PLK3/PPP1R10/PRKDC/PRMT2/RAD21/RAD9A/RBBP8/RBL2/SETMAR/SKA1/SKA3/SPC24/SPDL1/TAOK1/TAOK2/TELO2/TPRA1/TRIAP1/TRIM39/UIMC1/WAC/ZFP36L1/ZFYVE19/ZWINT",80
"GO:0016072","GO:0016072","rRNA metabolic process","79/3308","270/18860",0.292592592592593,1.66816695776793,5.10007002599439,1.272991749958e-06,0.000149649972451793,0.000132221066174787,"BOP1/BRF1/BYSL/CDKN2A/CHD7/DDX10/DDX11/DDX51/DDX52/DEDD2/DKC1/ERCC2/ERCC6/ESF1/EXOSC1/EXOSC2/EXOSC5/EXOSC8/FBL/FTSJ3/GEMIN4/GTF2H5/GTF3A/GTF3C1/GTF3C2/HEATR1/KRI1/LYAR/MAK16/MAPT/MPHOSPH10/MPHOSPH6/MTERF4/MYG1/NAT10/NCL/NOB1/NOL7/NOLC1/NOP56/POLR1A/POLR2E/POP4/POP7/PPAN/PRKDC/PWP1/PWP2/RBFA/RIOK2/RPL5/RPP38/RPP40/RPS15/RPS16/RPUSD1/RRP1/RRP1B/RRP7A/RRP7BP/RRP9/SART1/SIRT7/SMARCA4/SMARCB1/SPIN1/SUV39H1/TAF1B/TFB1M/TOP1/TSR3/USP36/UTP18/UTP20/UTP4/WDR12/WDR18/WDR43/YTHDF2",79
"GO:0007127","GO:0007127","meiosis I","46/3308","132/18860",0.348484848484849,1.98682715913671,5.2472446770309,1.29788113524966e-06,0.00014969712037323,0.000132262723038054,"ANKRD31/ATM/AURKA/BAG6/BRME1/CCNE2/CDC25B/CKS2/DMRT1/EHMT2/ERCC4/FBXO5/HORMAD1/ING2/KASH5/KNL1/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MLH1/MLH3/MOV10L1/MSH4/MSH5/PRDM9/PSMA8/RAD21/RAD51AP1/RAD54B/RMI1/RNF212/RPL10L/SIRT7/SLC25A31/SLX4/SPATA22/SPO11/STAG3/SYCE1/TEX15/TOP6BL/UBB/ZCWPW1/ZWINT",46
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","40/3308","109/18860",0.36697247706422,2.0922312325971,5.27429698137097,1.41160847537402e-06,0.000159799307591878,0.000141188364271815,"ABRAXAS1/ATM/AURKA/BABAM2/BRD4/BRSK1/CCNB1/CCND1/CDC14B/CDC25B/CDC25C/CDC6/CDC7/CDK1/CENPF/CHFR/DTL/FBXO5/FHL1/FOXO4/FZR1/INTS3/KCNH5/MARK3/MRNIP/NABP2/NAE1/PABIR1/PKMYT1/RAD21/RBBP8/RCC2/SMARCD3/TAOK1/TAOK2/TRIM39/UIMC1/VPS4B/WNT10B/ZFYVE19",40
"GO:0034243","GO:0034243","regulation of transcription elongation by RNA polymerase II","36/3308","94/18860",0.382978723404255,2.18348812678484,5.30506773071243,1.45761086554419e-06,0.000162006822201302,0.000143138781839373,"BRD4/CCNK/CCNT2/CDC73/EAPP/ERCC6/EZH2/GTF2F1/HNRNPU/INTS11/INTS13/INTS2/INTS3/INTS7/LARP7/LDB1/MED11/MED15/MED18/MED20/MED25/MED26/MED28/MED4/NELFA/NELFB/NELFCD/NELFE/PARP1/PPP1R10/RECQL5/SIRT6/SUPT4H1/SUPT5H/VHL/WDR43",36
"GO:0046605","GO:0046605","regulation of centrosome cycle","26/3308","59/18860",0.440677966101695,2.51245055643228,5.36618540873765,1.93643004679419e-06,0.000207691670808185,0.000183502968293077,"AURKA/CCNF/CDK11A/CDK11B/CEP120/CEP295/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHORDC1/FBXW5/GEN1/MDM1/NAT10/NPM1/NUBP1/NUP62/PDCD6IP/PLK4/POC1A/RBM14/SPICE1/TRIM37/VPS4B",26
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","53/3308","162/18860",0.32716049382716,1.86524997387553,5.10094312604411,1.9609782847787e-06,0.000207691670808185,0.000183502968293077,"ABRAXAS1/AKAP8/ATM/AURKA/BABAM2/BRD4/BRSK1/CALM3/CCNB1/CCND1/CCNQ/CDC14B/CDC25B/CDC25C/CDC6/CDC7/CDK1/CDK10/CENPF/CHFR/DNM2/DTL/FBXL15/FBXO5/FHL1/FOXO4/FZR1/INTS3/KCNH5/KDM8/KHDRBS1/MARK3/MRNIP/NABP2/NAE1/NPM1/PABIR1/PAXIP1/PKMYT1/PLK3/PPM1D/PPME1/RAD21/RBBP8/RCC2/SMARCD3/TAOK1/TAOK2/TRIM39/UIMC1/VPS4B/WNT10B/ZFYVE19",53
"GO:0048025","GO:0048025","negative regulation of mRNA splicing, via spliceosome","14/3308","22/18860",0.636363636363636,3.62811916016269,5.68837152150238,1.97057368016927e-06,0.000207691670808185,0.000183502968293077,"C1QBP/CELF4/DYRK1A/HNRNPK/NPM1/PTBP1/RBM42/RNPS1/SAP18/SRSF10/SRSF12/SRSF6/SRSF9/U2AF2",14
"GO:0061982","GO:0061982","meiosis I cell cycle process","48/3308","142/18860",0.338028169014085,1.92721017763169,5.11495241403468,2.08919933762903e-06,0.000216462297473326,0.000191252128481258,"ANKRD31/ATM/AURKA/BAG6/BRME1/CCNE2/CDC25B/CDC25C/CKS2/DMRT1/EHMT2/ERCC4/FBXO5/HORMAD1/ING2/KASH5/KNL1/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MLH1/MLH3/MOV10L1/MSH4/MSH5/PKMYT1/PRDM9/PSMA8/RAD21/RAD51AP1/RAD54B/RMI1/RNF212/RPL10L/SIRT7/SLC25A31/SLX4/SPATA22/SPO11/STAG3/SYCE1/TEX15/TOP6BL/UBB/ZCWPW1/ZWINT",48
"GO:0010506","GO:0010506","regulation of autophagy","102/3308","377/18860",0.270557029177719,1.54253493660574,4.90750906084453,2.28542944960079e-06,0.000231620895506588,0.000204645288271639,"ADRA1A/ADRB2/AKT1/ATM/ATP13A2/ATP6V0D1/ATP6V0E2/ATP6V1B2/ATP6V1D/ATP6V1E2/ATP6V1G1/BAG3/BNIP3/BNIP3L/CAPNS1/CDC37/CDK16/CDK5R1/CISD1/CISD2/CPTP/CSNK2A2/DAPK1/DAPK3/DDIT3/DNM1L/DRAM2/EEF1A2/EHMT2/EIF2AK1/ENDOG/ERCC4/EXOC7/EXOC8/FBXO7/FEZ1/FOXK1/FOXK2/FOXO1/FOXO3/GFAP/GPR137/IL10RA/IRGQ/KLHL22/LYPLA1/MAPT/MFSD8/MIR199A1/MLST8/MOAP1/MTDH/NOD2/NPRL2/NPRL3/NRBP2/OMA1/PHF23/PIK3CB/PINK1/PLK3/PRKN/PSAP/PYCARD/RAB3GAP2/RAB8A/RBX1/RIPK2/RNF152/RNF41/RNF5/ROCK1/RPGR/RRAGD/RUBCN/SLC25A4/SNRNP70/SNX32/SNX4/SNX6/SREBF1/SREBF2/STUB1/SUPT5H/SVIP/TBC1D25/TBK1/TIGAR/TOMM7/TPCN2/TRIM32/TRIM8/UBQLN1/ULK3/USP10/USP36/VHL/VPS13C/VPS26B/VPS35/WAC/XPA",102
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","39/3308","107/18860",0.364485981308411,2.07805489947903,5.1575844356511,2.31128326940976e-06,0.000231620895506588,0.000204645288271639,"ACTB/ANAPC1/ANAPC11/ANAPC2/ANAPC7/APC/ARID1B/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CDK1/CENPF/CHFR/DPF2/FBXO5/GEN1/HASPIN/HNRNPU/KLHL22/KNL1/MAD1L1/MAD2L1/NEK6/NSMCE2/NUMA1/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",39
"GO:0031507","GO:0031507","heterochromatin formation","53/3308","163/18860",0.325153374233129,1.85380672250206,5.0491278188643,2.41556551969444e-06,0.000238166968095034,0.000210428975917694,"BAP1/BEND3/CBX1/CBX5/CDKN2B-AS1/DNMT1/DYRK1A/EED/EHMT1/EHMT2/EZH1/EZH2/H1-2/H2AC11/H2AC12/H2AC13/H2AC15/H2AC17/H2AC18/H2AC19/H2AC20/H2AC25/H2AC6/H2AC8/H2AX/HMGA2/HNRNPK/HNRNPU/JARID2/L3MBTL1/MAEL/MBD1/MBD3/MECP2/MIS18A/MORC1/MOV10L1/PARTICL/PCGF3/PPM1D/SIRT6/SMARCA4/SMARCA5/SMCHD1/SPEN/SPIN1/SPTY2D1/SUV39H1/TDRD5/TEX15/TRIM28/UHRF1/YTHDC1",53
"GO:0034502","GO:0034502","protein localization to chromosome","43/3308","123/18860",0.349593495934959,1.9931479242241,5.09642248894071,2.58040041994249e-06,0.000250380758208071,0.000221220293312029,"ACD/APLF/ATM/BRD2/BRD3/BUB3/CDK1/CENPA/CHMP7/CTCFL/ERCC6/EZH2/H2AC8/H2AX/H2BC11/H4C14/H4C15/HASPIN/HTATSF1/JARID2/KNL1/LEF1/MIS18A/MMS22L/MRNIP/PARP1/PARP2/PARP3/PIAS4/PML/PRKDC/RAD21/RCC2/RNF4/RPA1/SIRT6/SMC5/SPDL1/SPIN1/SPO11/TNKS2/VCPIP1/WAPL",43
"GO:0001701","GO:0001701","in utero embryonic development","113/3308","429/18860",0.263403263403263,1.50174895640434,4.84830163342165,2.70971093791236e-06,0.000258819733804035,0.000228676428000466,"ACVR1B/ADAM10/ADCY9/AKAP3/AKT1/APBA1/ARMC5/B9D1/BAP1/BMP2/BMP7/BMPR1A/BNIP2/BRK1/BTF3/BYSL/C2CD3/CAMSAP3/CCN1/CCNB1/CELF4/CHD7/CITED1/CMIP/CMTM3/CNOT1/CTR9/DAD1/DNAJB6/EIF2S2/ENDOG/ERCC2/FKRP/FOXC1/FUT8/GATA2/GPI/GRB2/GSE1/HCFC1/HEY2/HM13/HORMAD1/HS6ST1/HSF1/IGF2/INPP5K/IWS1/JAG2/KDM4C/KDM8/LEF1/LIG4/MAFF/MAFG/MATR3/MBD3/MBNL1/MDFI/MGAT1/MIB1/MYB/NCKAP1/NCOA1/NDEL1/NPAT/NR2F2/NSUN2/PALB2/PKD1/PKD2/PLK4/PLOD3/POLG2/PPP4R4/PRICKLE2/PTPN18/RBBP8/RIC8A/RPA1/RRP7A/RSPO3/RTCB/RTF1/SCO2/SEC24C/SEC24D/SENP2/SMAD2/SMAD4/SMARCB1/SMG9/SP3/SPINT2/SRSF1/SUV39H1/TAB1/TAF8/TBX3/TEAD4/TENT5C/TRIM28/TTLL4/TWIST1/UNK/VASH1/VASH2/WDTC1/XRCC2/YBX1/YTHDC1/ZFP14/ZFP36L1",113
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","60/3308","193/18860",0.310880829015544,1.77243423072345,4.97452776430385,2.84372194347808e-06,0.000267441111392023,0.000236293721327709,"ABRAXAS1/APC/ATM/BABAM2/BRSK1/BUB3/CACNB4/CCNB1/CCND1/CDC14B/CDC6/CDC73/CDK1/CDK2AP2/CENPF/CHFR/DACT1/DTL/EZH2/FBXO31/FBXO5/FBXO7/FHL1/FOXO4/FZR1/GEN1/HASPIN/INHBA/INTS3/KANK2/KLHL22/KNL1/MAD1L1/MAD2L1/MRNIP/NABP2/NAE1/PABIR1/PKD2/PKMYT1/PLK3/PRKDC/PRMT2/RAD21/RBBP8/RBL2/SKA1/SKA3/SPC24/SPDL1/TAOK1/TAOK2/TPRA1/TRIAP1/TRIM39/UIMC1/WAC/ZFP36L1/ZFYVE19/ZWINT",60
"GO:0010824","GO:0010824","regulation of centrosome duplication","23/3308","50/18860",0.46,2.62261185006046,5.29851544512281,3.05474270491335e-06,0.000282933972047505,0.00024998221401771,"CCNF/CEP120/CEP295/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHORDC1/FBXW5/GEN1/MDM1/NAT10/NPM1/NUBP1/NUP62/PDCD6IP/PLK4/POC1A/RBM14/SPICE1/TRIM37/VPS4B",23
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","46/3308","136/18860",0.338235294117647,1.92839106622093,5.01129590458229,3.31288081350451e-06,0.000302263289745568,0.000267060352774417,"ABRAXAS1/APC/ATM/BABAM2/BRSK1/BUB3/CCNB1/CCND1/CDC14B/CDC6/CDK1/CENPF/CHFR/DTL/FBXO31/FOXO4/FZR1/GEN1/HASPIN/INTS3/KLHL22/KNL1/MAD1L1/MAD2L1/MRNIP/NABP2/NAE1/PABIR1/PLK3/PPP1R10/PRKDC/RAD9A/RBBP8/SETMAR/SKA1/SKA3/SPC24/SPDL1/TAOK1/TAOK2/TRIAP1/TRIM39/UIMC1/WAC/ZFYVE19/ZWINT",46
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","72/3308","246/18860",0.292682926829268,1.66868198307134,4.86873657411388,3.64201559057844e-06,0.000327406489782441,0.000289275263084489,"ACTB/ACVR1B/AKT1/APC/APPL2/ARID1B/BCL7A/BCL7B/BID/CACNB4/CACUL1/CCNB1/CCND1/CCND3/CCNE2/CCNF/CCNH/CCNI/CCNJL/CCNP/CDC34/CDC6/CDC7/CDC73/CDK1/CDK10/CDK2AP2/CDKN2A/CDKN2C/CPSF3/CUL2/DACT1/DDX3X/DPF2/EIF4EBP1/EZH2/FBXO31/FBXO7/FHL1/GSPT1/ID2/INHBA/KANK2/KHDRBS1/MEPCE/MYB/PIAS1/PKD1/PKD2/PLK3/PLRG1/POLE/PPP2CA/PPP6C/PRKDC/PRMT2/RBBP8/RBL2/RBX1/RCC1/SENP2/SMARCA4/SMARCB1/SMARCC1/SMARCD3/TFDP1/TMEM14B/TRIAP1/UBE2E2/USP37/USP38/WAC",72
"GO:0140013","GO:0140013","meiotic nuclear division","62/3308","203/18860",0.305418719211823,1.74129293964177,4.8974040252138,3.74884098656545e-06,0.000332125578998183,0.000293444746026962,"ANKRD31/ASZ1/ATM/AURKA/BAG6/BRME1/CCNE2/CDC25B/CHFR/CKS2/DMRT1/EHMT2/ERCC4/FANCA/FBXO5/FIGNL1/FZR1/HORMAD1/HSF1/ING2/KASH5/KCTD19/KNL1/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MEIOSIN/MLH1/MLH3/MOV10L1/MSH4/MSH5/NCAPH/PRDM9/PSMA8/RAB24/RAD21/RAD51AP1/RAD54B/RMI1/RNF212/RPL10L/SIRT7/SKA1/SKA3/SLC25A31/SLX4/SMC4/SPATA22/SPIRE2/SPO11/STAG3/SYCE1/TEX15/TOP6BL/TUBB8/UBB/ZCWPW1/ZNF541/ZWINT",62
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","48/3308","145/18860",0.331034482758621,1.88733686361172,4.946825223578,4.05498152118321e-06,0.000348625591665455,0.000308023093293059,"ABRAXAS1/ATM/AURKA/BABAM2/BRD4/BRSK1/CALM3/CCNB1/CCND1/CDC14B/CDC25B/CDC25C/CDC6/CDC7/CDK1/CENPF/CHFR/DNM2/DTL/FBXL15/FBXO5/FHL1/FOXO4/FZR1/INTS3/KCNH5/KDM8/KHDRBS1/MARK3/MRNIP/NABP2/NAE1/PABIR1/PKMYT1/PLK3/PPM1D/PPME1/RAD21/RBBP8/RCC2/SMARCD3/TAOK1/TAOK2/TRIM39/UIMC1/VPS4B/WNT10B/ZFYVE19",48
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","41/3308","117/18860",0.35042735042735,1.99790200394795,4.99355951072747,4.08086816058111e-06,0.000348625591665455,0.000308023093293059,"C1QBP/CELF4/CIRBP/DAZAP1/DYRK1A/FMR1/HNRNPA1/HNRNPK/HNRNPL/HNRNPU/KHDRBS1/KHDRBS3/LARP7/NCL/NOVA1/NPM1/PTBP1/QKI/RBFOX1/RBM14/RBM19/RBM23/RBM42/RNPS1/SAP18/SNRNP70/SNW1/SRPK1/SRPK2/SRSF1/SRSF10/SRSF12/SRSF2/SRSF5/SRSF6/SRSF9/TIA1/TRA2A/U2AF2/UPF1/YTHDC1",41
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","44/3308","129/18860",0.341085271317829,1.9446397270418,4.96511756320152,4.17940580223866e-06,0.000348625591665455,0.000308023093293059,"AKT1/AP3B1/BAG3/BAG4/BAP1/BID/BNIP3L/CALM3/CDKN2A/CHCHD4/COX18/CSNK2A2/DDIT3/FBXO7/GDAP1/GRPEL1/GRPEL2/HSP90AA1/HSPD1/MAPT/MOAP1/MTCH2/MTERF4/MTX2/NPEPPS/OXA1L/PAM16/PINK1/PRKN/ROMO1/SAE1/SREBF1/SREBF2/TIMM13/TIMM29/TIMM8B/TOMM20/TOMM34/TOMM40/TOMM7/UBE2D3/UBE2J2/UBL5/USP36",44
"GO:0034244","GO:0034244","negative regulation of transcription elongation by RNA polymerase II","14/3308","23/18860",0.608695652173913,3.47037484885127,5.46726170571715,4.22023454658002e-06,0.000348625591665455,0.000308023093293059,"EAPP/EZH2/HNRNPU/LARP7/NELFA/NELFB/NELFCD/NELFE/PARP1/PPP1R10/RECQL5/SIRT6/SUPT4H1/VHL",14
"GO:0050686","GO:0050686","negative regulation of mRNA processing","14/3308","23/18860",0.608695652173913,3.47037484885127,5.46726170571715,4.22023454658002e-06,0.000348625591665455,0.000308023093293059,"C1QBP/CELF4/DYRK1A/HNRNPK/NPM1/PTBP1/RBM42/RNPS1/SAP18/SRSF10/SRSF12/SRSF6/SRSF9/U2AF2",14
"GO:0034063","GO:0034063","stress granule assembly","19/3308","38/18860",0.5,2.85066505441354,5.26666500307784,4.75765225446455e-06,0.000387780376420557,0.000342617736388177,"ATXN2/ATXN2L/CAPRIN1/CIRBP/DAZAP2/DDX3X/DYNC1H1/EIF2S1/FMR1/G3BP2/HSF1/MAPT/PUM2/QKI/RPS23/TIA1/USP10/YTHDF1/YTHDF2",19
"GO:0032785","GO:0032785","negative regulation of DNA-templated transcription, elongation","15/3308","26/18860",0.576923076923077,3.2892289089387,5.38708179214571,4.85093555294451e-06,0.000390181171515129,0.000344738924129616,"EAPP/EZH2/HNRNPU/LARP7/NELFA/NELFB/NELFCD/NELFE/PARP1/PPP1R10/RECQL5/SIRT6/SUPT4H1/SUPT5H/VHL",15
"GO:0006261","GO:0006261","DNA-templated DNA replication","54/3308","171/18860",0.31578947368421,1.80042003436645,4.84922047802463,5.22307415751992e-06,0.000414657822401549,0.000366364914589675,"ATM/BOD1L1/CAMSAP3/CCNE2/CDC34/CDC45/CDC6/CDC7/CDK1/CDT1/CHRAC1/DDX11/DNA2/DNAJA3/DYNLL1/ENDOG/FBXO5/FZR1/GEN1/GMNN/KAT7/LIG3/LRWD1/MCM2/MCM4/MCM6/MMS22L/ORC6/PARP1/PCNA/POLA1/POLA2/POLD3/POLE/POLG2/POLN/POLRMT/PRIM1/PRKDC/RBBP8/RECQL5/REV3L/RFC3/RNF126/RPA1/RTEL1/SAMHD1/SENP2/SETMAR/TWNK/UPF1/WDHD1/WDR18/WRNIP1",54
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","36/3308","99/18860",0.363636363636364,2.07321094866439,4.93768814307063,5.9309894915416e-06,0.000464822291817869,0.000410687005143049,"ACTB/ANAPC1/ANAPC11/ANAPC2/ANAPC7/APC/ARID1B/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CENPF/CHFR/DPF2/FBXO5/GEN1/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/NEK6/NSMCE2/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",36
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","35/3308","96/18860",0.364583333333333,2.07860993550988,4.88636919775112,7.43286752948227e-06,0.000575153407692723,0.000508168464940354,"ACTB/ANAPC1/ANAPC11/ANAPC2/ANAPC7/APC/ARID1B/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CENPF/DPF2/FBXO5/GEN1/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/NEK6/NSMCE2/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",35
"GO:0006403","GO:0006403","RNA localization","62/3308","208/18860",0.298076923076923,1.699434936285,4.67805412428851,8.90369531822196e-06,0.000680353618503635,0.000601116587865748,"ALKBH5/ALYREF/ATM/ATXN2/CAPRIN1/CCT3/CCT5/DDX25/DDX39A/DDX39B/DHX9/DKC1/FBL/FMR1/FXR2/FYTTD1/G3BP2/GLE1/HNRNPA1/HNRNPAB/HNRNPU/HSF1/IWS1/KHDRBS1/KHSRP/MEX3D/NSUN2/NUP107/NUP155/NUP210/NUP214/NUP50/NUP62/NXF1/PARN/PCID2/PRPF6/PUM2/QKI/RAE1/RAN/RANBP2/RBFOX1/RBM33/SEH1L/SENP2/SLBP/SMG6/SMG7/SRSF1/STAU2/THOC3/THOC6/TOMM20/UPF1/UPF2/XPO5/YBX1/YTHDC1/YY1/ZC3H3/ZFP36L1",62
"GO:0042254","GO:0042254","ribosome biogenesis","86/3308","318/18860",0.270440251572327,1.54186914892808,4.49447173832059,1.40150198223981e-05,0.00105770143425086,0.000934516786338202,"AATF/AFG2B/BOP1/BYSL/C1QBP/CDKN2A/CHD7/DDX10/DDX3X/DDX51/DDX52/DKC1/EIF2A/EIF5B/ERCC2/ESF1/EXOSC1/EXOSC2/EXOSC5/EXOSC8/FASTKD2/FBL/FTSJ3/GEMIN4/GTF2H5/GTF3A/HEATR1/HEATR3/KRI1/LTO1/LYAR/MAK16/MPHOSPH10/MPHOSPH6/MTERF4/MTG1/MYBBP1A/MYG1/NAT10/NOA1/NOB1/NOL7/NOLC1/NOP56/NPM1/POP4/POP7/PPAN/PRKDC/PWP1/PWP2/RAN/RBFA/RIOK2/RPL10L/RPL26L1/RPL5/RPLP0/RPP38/RPP40/RPS15/RPS16/RPS23/RPS5/RPS9/RPSA2/RPUSD1/RRP1/RRP1B/RRP7A/RRP7BP/RRP9/SART1/SIRT7/SUV39H1/TFB1M/TSR3/URB2/USP36/UTP18/UTP20/UTP4/WDR12/WDR18/WDR43/YTHDF2",86
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","25/3308","61/18860",0.40983606557377,2.33661070033897,4.8222690126672,1.44885512342511e-05,0.00107025591709638,0.000945609117862972,"CAPRIN1/CNOT1/CNOT4/CNOT6L/CNOT8/CNOT9/DCPS/DHX9/EIF4ENIF1/FMR1/HNRNPU/LSM1/MLH1/PABPC1/PAN2/PAN3/PARN/PATL1/POLR2G/SYNCRIP/TENT4A/TNRC6B/TNRC6C/YBX1/ZFP36L1",25
"GO:0051258","GO:0051258","protein polymerization","80/3308","291/18860",0.274914089347079,1.56737597493528,4.49854568478206,1.45315297102895e-05,0.00107025591709638,0.000945609117862972,"ABITRAM/ARHGAP28/ARPC2/ARPC5/BAG4/BLOC1S2/CAMSAP1/CAMSAP3/CAPG/CAPZA1/CAPZA2/CARMIL2/CDC42EP3/CDC42EP4/CDK1/CDK5R1/CEP192/CFL1/CHMP2A/CHMP3/CLASP1/CLIP3/CORO7/CYRIB/DCTN1/DNM2/DYRK1A/EML2/FBXO5/FKBP4/GBA2/GPX4/GRB2/HAUS3/HAUS6/HDGFL3/HSP90AA1/JAK2/KANK1/KANK2/KANK3/KIRREL1/MAPRE3/MAPT/MECP2/MLST8/MTPN/NCKAP1/NDEL1/NUMA1/PCNT/PFN1/PFN2/PINK1/PPP2CA/PRKCE/PRKN/PYCARD/RAC1/RASA1/SKA1/SPTAN1/SPTBN1/SPTBN2/SPTBN4/SSH1/SSH2/SSNA1/SVIL/TMOD3/TPGS2/TPPP/TRIM32/TUBG1/TUBG2/TUBGCP3/TUBGCP4/TWF2/UBE2K/UBE2S",80
